fecha;hora;red;serie;tema;texto;imagen;enlace
2027-01-29;12:30;instagram;EFQM;efqm-vs-iso;"💙 EFQM e ISO 9001, explicado sin humo.

EFQM e ISO 9001: Aliados, no alternativas. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-vs-iso.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-29-efqm-vs-iso
2027-01-30;12:30;instagram;NORMAS;einf;"💙 EINF: Estado de información no financiera. Y esto es lo que gana tu organización.

Redactamos y verificamos tu Estado de Información No Financiera conforme a la Ley 11/2018, listo para el informe de gestión.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Sostenibilidad #ESG #MedioAmbiente #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/einf.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-30-einf
2027-01-31;12:30;instagram;EFQM;efqm-madrid-excelente;"💙 EFQM y Madrid Excelente: lo que aporta de verdad.

EFQM y Madrid Excelente. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-madrid-excelente.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-31-efqm-madrid-excelente
2027-02-01;12:30;instagram;NORMAS;csrd;"💙 El error más común al implantar CSRD (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Sostenibilidad #ESG #MedioAmbiente #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/csrd.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-01-csrd
2027-02-02;12:30;instagram;EFQM;efqm-beneficios;"💙 Por qué EFQM: el fallo que vemos una y otra vez.

Por qué EFQM: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-beneficios.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-02-efqm-beneficios
2027-02-03;12:30;instagram;NORMAS;esg;"💙 ¿Es ESG para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Sostenibilidad #ESG #MedioAmbiente #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/esg.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-03-esg
2027-02-04;12:30;instagram;EFQM;efqm-mitos;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

Mitos del Modelo EFQM. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-mitos.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-04-efqm-mitos
2027-02-05;12:30;instagram;NORMAS;iso-50001;"💙 ISO 50001: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Sostenibilidad #ESG #MedioAmbiente #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-50001.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-05-iso-50001
2027-02-06;12:30;instagram;EFQM;efqm-primeros-pasos;"💙 Primeros pasos con EFQM: por dónde empezar.

Primeros pasos con EFQM: Por dónde empezar sin agobiarse. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-primeros-pasos.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-06-efqm-primeros-pasos
2027-02-07;12:30;instagram;NORMAS;iso-14006;"💙 ¿Qué es ISO 14006 y para qué sirve de verdad?

Incorporamos el ecodiseño a tu desarrollo de producto con ISO 14006: menor impacto ambiental en todo el ciclo de vida.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Sostenibilidad #ESG #MedioAmbiente #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-14006.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-07-iso-14006
2027-02-08;12:30;instagram;EFQM;efqm-formacion;"💙 Formación EFQM 2025, explicado sin humo.

Formación EFQM 2025: Aprende el modelo con consultores en activo. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-formacion.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-08-efqm-formacion
2027-02-09;12:30;instagram;NORMAS;huella-hidrica;"💙 Huella Hídrica: Gestión del agua conforme a ISO 14046. Y esto es lo que gana tu organización.

Calculamos tu huella hídrica conforme a ISO 14046 y definimos un plan de reducción y uso eficiente del agua.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Sostenibilidad #ESG #MedioAmbiente #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/huella-hidrica.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-09-huella-hidrica
2027-02-10;12:30;instagram;EFQM;efqm-modelo-2025;"💙 El Modelo EFQM 2025: lo que aporta de verdad.

El Modelo EFQM 2025. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-modelo-2025.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-10-efqm-modelo-2025
2027-02-11;12:30;instagram;NORMAS;movilidad-sostenible;"💙 El error más común al implantar Plan de Movilidad Sostenible (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Sostenibilidad #ESG #MedioAmbiente #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/movilidad-sostenible.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-11-movilidad-sostenible
2027-02-12;12:30;instagram;EFQM;efqm-direccion;"💙 Dimensión Dirección: el fallo que vemos una y otra vez.

Dimensión Dirección: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-direccion.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-12-efqm-direccion
2027-02-13;12:30;instagram;NORMAS;pacto-mundial;"💙 ¿Es Pacto Mundial para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Sostenibilidad #ESG #MedioAmbiente #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/pacto-mundial.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-13-pacto-mundial
2027-02-14;12:30;instagram;EFQM;efqm-ejecucion;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

Dimensión Ejecución. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-ejecucion.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-14-efqm-ejecucion
2027-02-15;12:30;instagram;NORMAS;economia-circular;"💙 Economía Circular: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Sostenibilidad #ESG #MedioAmbiente #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/economia-circular.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-15-economia-circular
2027-02-16;12:30;instagram;EFQM;efqm-resultados;"💙 Dimensión Resultados: por dónde empezar.

Dimensión Resultados: Lo que consigues y cómo lo demuestras. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-resultados.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-16-efqm-resultados
2027-02-17;12:30;instagram;NORMAS;iso-27001;"💙 ¿Qué es ISO 27001 y para qué sirve de verdad?

Implantamos tu SGSI ISO 27001 con análisis de riesgos, controles del Anexo A y acompañamiento completo hasta la certificación.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-27001.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-17-iso-27001
2027-02-18;12:30;instagram;EFQM;efqm-criterio1;"💙 Propósito, visión y estrategia, explicado sin humo.

Propósito, visión y estrategia: Criterio 1 del Modelo EFQM. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio1.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-18-efqm-criterio1
2027-02-19;12:30;instagram;NORMAS;ens;"💙 Esquema Nacional de Seguridad: Requisito para trabajar con la Administración. Y esto es lo que gana tu organización.

Adecuamos tu organización al ENS (RD 311/2022) y te acompañamos hasta la certificación: categorización, declaración de aplicabilidad y auditoría.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/ens.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-19-ens
2027-02-20;12:30;instagram;EFQM;efqm-criterio2;"💙 Cultura y liderazgo: lo que aporta de verdad.

Cultura y liderazgo. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio2.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-20-efqm-criterio2
2027-02-21;12:30;instagram;NORMAS;eni;"💙 El error más común al implantar Esquema Nacional de Interoperabilidad (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/eni.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-21-eni
2027-02-22;12:30;instagram;EFQM;efqm-criterio3;"💙 Implicar a los grupos de interés: el fallo que vemos una y otra vez.

Implicar a los grupos de interés: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio3.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-22-efqm-criterio3
2027-02-23;12:30;instagram;NORMAS;iso-22301;"💙 ¿Es ISO 22301 para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-22301.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-23-iso-22301
2027-02-24;12:30;instagram;EFQM;efqm-criterio4;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

Crear valor sostenible. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio4.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-24-efqm-criterio4
2027-02-25;12:30;instagram;NORMAS;plan-director-seguridad;"💙 Plan Director de Seguridad: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/plan-director-seguridad.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-25-plan-director-seguridad
2027-02-26;12:30;instagram;EFQM;efqm-criterio5;"💙 Funcionamiento y transformación: por dónde empezar.

Funcionamiento y transformación: Criterio 5 del Modelo EFQM. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio5.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-26-efqm-criterio5
2027-02-27;12:30;instagram;NORMAS;hacking-etico;"💙 ¿Qué es Hacking Ético y para qué sirve de verdad?

Auditorías de hacking ético sobre tus sistemas y aplicaciones, con informe ejecutivo y plan de remediación priorizado.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/hacking-etico.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-27-hacking-etico
2027-02-28;12:30;instagram;EFQM;efqm-criterio6;"💙 Percepción de los grupos de interés, explicado sin humo.

Percepción de los grupos de interés: Criterio 6 del Modelo EFQM. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio6.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-28-efqm-criterio6
2027-03-01;12:30;instagram;NORMAS;test-de-intrusion;"💙 Test de Intrusión: Pentesting interno y externo. Y esto es lo que gana tu organización.

Tests de intrusión controlados sobre infraestructura, web y wifi para verificar la efectividad real de tus defensas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/test-de-intrusion.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-01-test-de-intrusion
2027-03-02;12:30;instagram;EFQM;efqm-criterio7;"💙 Rendimiento estratégico y operativo: lo que aporta de verdad.

Rendimiento estratégico y operativo. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-criterio7.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-02-efqm-criterio7
2027-03-03;12:30;instagram;NORMAS;bia;"💙 El error más común al implantar Análisis de Impacto de Negocio (BIA) (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/bia.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-03-bia
2027-03-04;12:30;instagram;EFQM;efqm-radar;"💙 La lógica RADAR: el fallo que vemos una y otra vez.

La lógica RADAR: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-radar.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-04-efqm-radar
2027-03-05;12:30;instagram;NORMAS;pci-dss;"💙 ¿Es PCI DSS para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/pci-dss.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-05-pci-dss
2027-03-06;12:30;instagram;EFQM;efqm-gap;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

Informe de GAP. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-gap.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-06-efqm-gap
2027-03-07;12:30;instagram;NORMAS;rgpd;"💙 RGPD y LOPDGDD: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/rgpd.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-07-rgpd
2027-03-08;12:30;instagram;EFQM;efqm-autoevaluacion;"💙 Autoevaluación EFQM: por dónde empezar.

Autoevaluación EFQM: El espejo honesto de tu organización. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-autoevaluacion.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-08-efqm-autoevaluacion
2027-03-09;12:30;instagram;NORMAS;iso-27701;"💙 ¿Qué es ISO 27701 y para qué sirve de verdad?

Extendemos tu ISO 27001 a la privacidad con ISO 27701: el sistema de gestión que evidencia tu cumplimiento del RGPD.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-27701.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-09-iso-27701
2027-03-10;12:30;instagram;EFQM;efqm-planes;"💙 Planes de acción, explicado sin humo.

Planes de acción: Convertir la evaluación en mejora real. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-planes.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-10-efqm-planes
2027-03-11;12:30;instagram;NORMAS;nis2;"💙 NIS2: La nueva directiva europea de ciberseguridad. Y esto es lo que gana tu organización.

Evaluamos si te aplica la directiva NIS2, analizamos brechas y te adecuamos: gobernanza, gestión de riesgos, notificación de incidentes y cadena de suministro.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Ciberseguridad #ISO27001 #ENS #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/nis2.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-11-nis2
2027-03-12;12:30;instagram;EFQM;efqm-memoria;"💙 La memoria EFQM: lo que aporta de verdad.

La memoria EFQM. Trabajar con el Modelo EFQM te da una foto honesta de tu gestión y una hoja de ruta priorizada — el sello es la consecuencia.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-memoria.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-12-efqm-memoria
2027-03-13;12:30;instagram;NORMAS;une-19601;"💙 El error más común al implantar UNE 19601 (y cómo evitarlo).

Copiar documentación de otra empresa y esperar que cuele. El sistema debe nacer de TU actividad real, o se convierte en burocracia muerta.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Compliance #Cumplimiento #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/une-19601.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-13-une-19601
2027-03-14;12:30;instagram;EFQM;efqm-sello;"💙 Sellos EFQM 300 · 400 · 500: el fallo que vemos una y otra vez.

Sellos EFQM 300 · 400 · 500: el error habitual es tratarlo como un trámite documental. EFQM se trabaja desde la dirección, con datos y con las personas.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-sello.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-14-efqm-sello
2027-03-15;12:30;instagram;NORMAS;iso-37001;"💙 ¿Es ISO 37001 para tu organización? Señales de que sí.

Si tus clientes (o la Administración) empiezan a pedírtelo, si has crecido y ""todo está en la cabeza de dos personas"", o si quieres diferenciarte en licitaciones: sí, es para ti.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Compliance #Cumplimiento #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-37001.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-15-iso-37001
2027-03-16;12:30;instagram;EFQM;efqm-evaluacion-externa;"💙 ¿Te toca ya trabajar con el Modelo EFQM?

Evaluación externa. Si tu organización ya certifica ISO y quiere dar el salto de ""cumplir"" a ""sobresalir"", el Modelo EFQM es el siguiente paso natural.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-evaluacion-externa.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-16-efqm-evaluacion-externa
2027-03-17;12:30;instagram;NORMAS;iso-37301;"💙 ISO 37301: el primer paso es más simple de lo que crees.

Una conversación de diagnóstico: entender tu punto de partida y dimensionar el proyecto con plazos realistas. Sin compromiso.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Compliance #Cumplimiento #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/iso-37301.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-17-iso-37301
2027-03-18;12:30;instagram;EFQM;efqm-vs-iso;"💙 EFQM e ISO 9001: por dónde empezar.

EFQM e ISO 9001: Aliados, no alternativas. El primer paso es un Informe de GAP: medir la distancia entre tu gestión actual y el modelo, y decidir con datos.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-vs-iso.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-18-efqm-vs-iso
2027-03-19;12:30;instagram;NORMAS;une-19602;"💙 ¿Qué es UNE 19602 y para qué sirve de verdad?

Sistema de gestión de compliance tributario UNE 19602: buenas prácticas fiscales y evidencia de diligencia ante la Administración.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Compliance #Cumplimiento #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/une-19602.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-19-une-19602
2027-03-20;12:30;instagram;EFQM;efqm-madrid-excelente;"💙 EFQM y Madrid Excelente, explicado sin humo.

EFQM y Madrid Excelente: Dos reconocimientos que se potencian. El Modelo EFQM 2025 no es un premio, es un marco para transformar la organización con criterio.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#EFQM #ModeloEFQM #Excelencia #TuConsultor #GestiónConCorazón";https://www.tuconsultor.com/social-img/efqm-madrid-excelente.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-20-efqm-madrid-excelente
2027-03-21;12:30;instagram;NORMAS;canal-de-denuncias;"💙 Canal de Denuncias: Sistema interno de información · Ley 2/2023. Y esto es lo que gana tu organización.

Implantamos tu sistema interno de información conforme a la Ley 2/2023: canal, procedimiento, responsable y garantías para el informante.

📌 Artículo completo: enlace en bio.
❤️ Gestión con corazón desde 2006.

#Compliance #Cumplimiento #TuConsultor #SistemasDeGestión #GestiónConCorazón";https://www.tuconsultor.com/social-img/canal-de-denuncias.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-21-canal-de-denuncias
