fecha;hora;red;serie;tema;texto;imagen;enlace
2027-01-15;17:00;x;EFQM;efqm-radar;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-01-15-efqm-radar #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-radar.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-15-efqm-radar
2027-01-16;17:00;x;NORMAS;iatf-16949;IATF 16949: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-01-16-iatf-16949 #Calidad #ISO9001;https://www.tuconsultor.com/social-img/iatf-16949.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-16-iatf-16949
2027-01-17;17:00;x;EFQM;efqm-gap;Informe de GAP: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-01-17-efqm-gap #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-gap.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-17-efqm-gap
2027-01-18;17:00;x;NORMAS;marcado-ce;¿Qué es Marcado CE y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-01-18-marcado-ce #Calidad #ISO9001;https://www.tuconsultor.com/social-img/marcado-ce.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-18-marcado-ce
2027-01-19;17:00;x;EFQM;efqm-autoevaluacion;Autoevaluación EFQM, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-01-19-efqm-autoevaluacion #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-autoevaluacion.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-19-efqm-autoevaluacion
2027-01-20;17:00;x;NORMAS;iso-14001;ISO 14001: Sistema de gestión ambiental. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-01-20-iso-14001 #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/iso-14001.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-20-iso-14001
2027-01-21;17:00;x;EFQM;efqm-planes;Planes de acción: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-01-21-efqm-planes #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-planes.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-21-efqm-planes
2027-01-22;17:00;x;NORMAS;emas;El error más común al implantar EMAS (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-01-22-emas #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/emas.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-22-emas
2027-01-23;17:00;x;EFQM;efqm-memoria;La memoria EFQM: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-01-23-efqm-memoria #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-memoria.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-23-efqm-memoria
2027-01-24;17:00;x;NORMAS;huella-de-carbono;¿Es Huella de Carbono · ISO 14064 para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-01-24-huella-de-carbono #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/huella-de-carbono.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-24-huella-de-carbono
2027-01-25;17:00;x;EFQM;efqm-sello;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-01-25-efqm-sello #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-sello.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-25-efqm-sello
2027-01-26;17:00;x;NORMAS;iso-14068;ISO 14068: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-01-26-iso-14068 #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/iso-14068.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-26-iso-14068
2027-01-27;17:00;x;EFQM;efqm-evaluacion-externa;Evaluación externa: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-01-27-efqm-evaluacion-externa #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-evaluacion-externa.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-27-efqm-evaluacion-externa
2027-01-28;17:00;x;NORMAS;memoria-gri;¿Qué es Memoria GRI y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-01-28-memoria-gri #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/memoria-gri.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-28-memoria-gri
2027-01-29;17:00;x;EFQM;efqm-vs-iso;EFQM e ISO 9001, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-01-29-efqm-vs-iso #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-vs-iso.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-29-efqm-vs-iso
2027-01-30;17:00;x;NORMAS;einf;EINF: Estado de información no financiera. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-01-30-einf #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/einf.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-30-einf
2027-01-31;17:00;x;EFQM;efqm-madrid-excelente;EFQM y Madrid Excelente: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-01-31-efqm-madrid-excelente #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-madrid-excelente.png;https://www.tuconsultor.com/blog/post.html?p=2027-01-31-efqm-madrid-excelente
2027-02-01;17:00;x;NORMAS;csrd;El error más común al implantar CSRD (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-02-01-csrd #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/csrd.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-01-csrd
2027-02-02;17:00;x;EFQM;efqm-beneficios;Por qué EFQM: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-02-02-efqm-beneficios #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-beneficios.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-02-efqm-beneficios
2027-02-03;17:00;x;NORMAS;esg;¿Es ESG para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-02-03-esg #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/esg.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-03-esg
2027-02-04;17:00;x;EFQM;efqm-mitos;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-02-04-efqm-mitos #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-mitos.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-04-efqm-mitos
2027-02-05;17:00;x;NORMAS;iso-50001;ISO 50001: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-02-05-iso-50001 #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/iso-50001.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-05-iso-50001
2027-02-06;17:00;x;EFQM;efqm-primeros-pasos;Primeros pasos con EFQM: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-02-06-efqm-primeros-pasos #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-primeros-pasos.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-06-efqm-primeros-pasos
2027-02-07;17:00;x;NORMAS;iso-14006;¿Qué es ISO 14006 y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-02-07-iso-14006 #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/iso-14006.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-07-iso-14006
2027-02-08;17:00;x;EFQM;efqm-formacion;Formación EFQM 2025, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-02-08-efqm-formacion #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-formacion.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-08-efqm-formacion
2027-02-09;17:00;x;NORMAS;huella-hidrica;Huella Hídrica: Gestión del agua conforme a ISO 14046. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-02-09-huella-hidrica #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/huella-hidrica.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-09-huella-hidrica
2027-02-10;17:00;x;EFQM;efqm-modelo-2025;El Modelo EFQM 2025: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-02-10-efqm-modelo-2025 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-modelo-2025.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-10-efqm-modelo-2025
2027-02-11;17:00;x;NORMAS;movilidad-sostenible;El error más común al implantar Plan de Movilidad Sostenible (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-02-11-movilidad-sostenible #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/movilidad-sostenible.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-11-movilidad-sostenible
2027-02-12;17:00;x;EFQM;efqm-direccion;Dimensión Dirección: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-02-12-efqm-direccion #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-direccion.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-12-efqm-direccion
2027-02-13;17:00;x;NORMAS;pacto-mundial;¿Es Pacto Mundial para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-02-13-pacto-mundial #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/pacto-mundial.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-13-pacto-mundial
2027-02-14;17:00;x;EFQM;efqm-ejecucion;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-02-14-efqm-ejecucion #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-ejecucion.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-14-efqm-ejecucion
2027-02-15;17:00;x;NORMAS;economia-circular;Economía Circular: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-02-15-economia-circular #Sostenibilidad #ESG;https://www.tuconsultor.com/social-img/economia-circular.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-15-economia-circular
2027-02-16;17:00;x;EFQM;efqm-resultados;Dimensión Resultados: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-02-16-efqm-resultados #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-resultados.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-16-efqm-resultados
2027-02-17;17:00;x;NORMAS;iso-27001;¿Qué es ISO 27001 y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-02-17-iso-27001 #Ciberseguridad #ISO27001;https://www.tuconsultor.com/social-img/iso-27001.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-17-iso-27001
2027-02-18;17:00;x;EFQM;efqm-criterio1;Propósito, visión y estrategia, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-02-18-efqm-criterio1 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio1.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-18-efqm-criterio1
2027-02-19;17:00;x;NORMAS;ens;Esquema Nacional de Seguridad: Requisito para trabajar con la Administración. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-02-19-ens #Ciberseguridad #ISO27001;https://www.tuconsultor.com/social-img/ens.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-19-ens
2027-02-20;17:00;x;EFQM;efqm-criterio2;Cultura y liderazgo: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-02-20-efqm-criterio2 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio2.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-20-efqm-criterio2
2027-02-21;17:00;x;NORMAS;eni;El error más común al implantar Esquema Nacional de Interoperabilidad (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-02-21-eni #Ciberseguridad #ISO27001;https://www.tuconsultor.com/social-img/eni.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-21-eni
2027-02-22;17:00;x;EFQM;efqm-criterio3;Implicar a los grupos de interés: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-02-22-efqm-criterio3 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio3.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-22-efqm-criterio3
2027-02-23;17:00;x;NORMAS;iso-22301;¿Es ISO 22301 para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-02-23-iso-22301 #Ciberseguridad #ISO27001;https://www.tuconsultor.com/social-img/iso-22301.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-23-iso-22301
2027-02-24;17:00;x;EFQM;efqm-criterio4;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-02-24-efqm-criterio4 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio4.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-24-efqm-criterio4
2027-02-25;17:00;x;NORMAS;plan-director-seguridad;Plan Director de Seguridad: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-02-25-plan-director-seguridad #Ciberseguridad #ISO27001;https://www.tuconsultor.com/social-img/plan-director-seguridad.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-25-plan-director-seguridad
2027-02-26;17:00;x;EFQM;efqm-criterio5;Funcionamiento y transformación: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-02-26-efqm-criterio5 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio5.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-26-efqm-criterio5
2027-02-27;17:00;x;NORMAS;hacking-etico;¿Qué es Hacking Ético y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-02-27-hacking-etico #Ciberseguridad #ISO27001;https://www.tuconsultor.com/social-img/hacking-etico.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-27-hacking-etico
2027-02-28;17:00;x;EFQM;efqm-criterio6;Percepción de los grupos de interés, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-02-28-efqm-criterio6 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio6.png;https://www.tuconsultor.com/blog/post.html?p=2027-02-28-efqm-criterio6
2027-03-01;17:00;x;NORMAS;test-de-intrusion;Test de Intrusión: Pentesting interno y externo. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-03-01-test-de-intrusion #Ciberseguridad #ISO27001;https://www.tuconsultor.com/social-img/test-de-intrusion.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-01-test-de-intrusion
2027-03-02;17:00;x;EFQM;efqm-criterio7;Rendimiento estratégico y operativo: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-03-02-efqm-criterio7 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio7.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-02-efqm-criterio7
2027-03-03;17:00;x;NORMAS;bia;El error más común al implantar Análisis de Impacto de Negocio (BIA) (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-03-03-bia #Ciberseguridad #ISO27001;https://www.tuconsultor.com/social-img/bia.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-03-bia
2027-03-04;17:00;x;EFQM;efqm-radar;La lógica RADAR: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-03-04-efqm-radar #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-radar.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-04-efqm-radar
2027-03-05;17:00;x;NORMAS;pci-dss;¿Es PCI DSS para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-03-05-pci-dss #Ciberseguridad #ISO27001;https://www.tuconsultor.com/social-img/pci-dss.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-05-pci-dss
2027-03-06;17:00;x;EFQM;efqm-gap;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-03-06-efqm-gap #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-gap.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-06-efqm-gap
2027-03-07;17:00;x;NORMAS;rgpd;RGPD y LOPDGDD: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-03-07-rgpd #Ciberseguridad #ISO27001;https://www.tuconsultor.com/social-img/rgpd.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-07-rgpd
2027-03-08;17:00;x;EFQM;efqm-autoevaluacion;Autoevaluación EFQM: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-03-08-efqm-autoevaluacion #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-autoevaluacion.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-08-efqm-autoevaluacion
2027-03-09;17:00;x;NORMAS;iso-27701;¿Qué es ISO 27701 y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-03-09-iso-27701 #Ciberseguridad #ISO27001;https://www.tuconsultor.com/social-img/iso-27701.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-09-iso-27701
2027-03-10;17:00;x;EFQM;efqm-planes;Planes de acción, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-03-10-efqm-planes #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-planes.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-10-efqm-planes
2027-03-11;17:00;x;NORMAS;nis2;NIS2: La nueva directiva europea de ciberseguridad. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-03-11-nis2 #Ciberseguridad #ISO27001;https://www.tuconsultor.com/social-img/nis2.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-11-nis2
2027-03-12;17:00;x;EFQM;efqm-memoria;La memoria EFQM: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-03-12-efqm-memoria #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-memoria.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-12-efqm-memoria
2027-03-13;17:00;x;NORMAS;une-19601;El error más común al implantar UNE 19601 (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-03-13-une-19601 #Compliance #Cumplimiento;https://www.tuconsultor.com/social-img/une-19601.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-13-une-19601
2027-03-14;17:00;x;EFQM;efqm-sello;Sellos EFQM 300 · 400 · 500: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-03-14-efqm-sello #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-sello.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-14-efqm-sello
2027-03-15;17:00;x;NORMAS;iso-37001;¿Es ISO 37001 para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-03-15-iso-37001 #Compliance #Cumplimiento;https://www.tuconsultor.com/social-img/iso-37001.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-15-iso-37001
2027-03-16;17:00;x;EFQM;efqm-evaluacion-externa;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-03-16-efqm-evaluacion-externa #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-evaluacion-externa.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-16-efqm-evaluacion-externa
2027-03-17;17:00;x;NORMAS;iso-37301;ISO 37301: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-03-17-iso-37301 #Compliance #Cumplimiento;https://www.tuconsultor.com/social-img/iso-37301.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-17-iso-37301
2027-03-18;17:00;x;EFQM;efqm-vs-iso;EFQM e ISO 9001: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-03-18-efqm-vs-iso #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-vs-iso.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-18-efqm-vs-iso
2027-03-19;17:00;x;NORMAS;une-19602;¿Qué es UNE 19602 y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-03-19-une-19602 #Compliance #Cumplimiento;https://www.tuconsultor.com/social-img/une-19602.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-19-une-19602
2027-03-20;17:00;x;EFQM;efqm-madrid-excelente;EFQM y Madrid Excelente, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-03-20-efqm-madrid-excelente #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-madrid-excelente.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-20-efqm-madrid-excelente
2027-03-21;17:00;x;NORMAS;canal-de-denuncias;Canal de Denuncias: Sistema interno de información · Ley 2/2023. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-03-21-canal-de-denuncias #Compliance #Cumplimiento;https://www.tuconsultor.com/social-img/canal-de-denuncias.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-21-canal-de-denuncias
2027-03-22;17:00;x;EFQM;efqm-beneficios;Por qué EFQM: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-03-22-efqm-beneficios #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-beneficios.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-22-efqm-beneficios
2027-03-23;17:00;x;NORMAS;prevencion-blanqueo;El error más común al implantar Prevención de Blanqueo de Capitales (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-03-23-prevencion-blanqueo #Compliance #Cumplimiento;https://www.tuconsultor.com/social-img/prevencion-blanqueo.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-23-prevencion-blanqueo
2027-03-24;17:00;x;EFQM;efqm-mitos;Mitos del Modelo EFQM: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-03-24-efqm-mitos #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-mitos.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-24-efqm-mitos
2027-03-25;17:00;x;NORMAS;informes-soc;¿Es Informes SOC para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-03-25-informes-soc #Compliance #Cumplimiento;https://www.tuconsultor.com/social-img/informes-soc.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-25-informes-soc
2027-03-26;17:00;x;EFQM;efqm-primeros-pasos;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-03-26-efqm-primeros-pasos #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-primeros-pasos.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-26-efqm-primeros-pasos
2027-03-27;17:00;x;NORMAS;gobierno-corporativo;Gobierno Corporativo: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-03-27-gobierno-corporativo #Compliance #Cumplimiento;https://www.tuconsultor.com/social-img/gobierno-corporativo.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-27-gobierno-corporativo
2027-03-28;17:00;x;EFQM;efqm-formacion;Formación EFQM 2025: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-03-28-efqm-formacion #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-formacion.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-28-efqm-formacion
2027-03-29;17:00;x;NORMAS;proteccion-datos-compliance;¿Qué es Compliance de Protección de Datos y para qué sirve de verdad? https://www.tuconsultor.com/blog/post.html?p=2027-03-29-proteccion-datos-compliance #Compliance #Cumplimiento;https://www.tuconsultor.com/social-img/proteccion-datos-compliance.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-29-proteccion-datos-compliance
2027-03-30;17:00;x;EFQM;efqm-modelo-2025;El Modelo EFQM 2025, explicado sin humo. https://www.tuconsultor.com/blog/post.html?p=2027-03-30-efqm-modelo-2025 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-modelo-2025.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-30-efqm-modelo-2025
2027-03-31;17:00;x;NORMAS;iso-45001;ISO 45001: Seguridad y salud en el trabajo. Y esto es lo que gana tu organización. https://www.tuconsultor.com/blog/post.html?p=2027-03-31-iso-45001 #PersonasYCultura #SeguridadLaboral;https://www.tuconsultor.com/social-img/iso-45001.png;https://www.tuconsultor.com/blog/post.html?p=2027-03-31-iso-45001
2027-04-01;17:00;x;EFQM;efqm-direccion;Dimensión Dirección: lo que aporta de verdad. https://www.tuconsultor.com/blog/post.html?p=2027-04-01-efqm-direccion #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-direccion.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-01-efqm-direccion
2027-04-02;17:00;x;NORMAS;empresa-saludable;El error más común al implantar Empresa Saludable (y cómo evitarlo). https://www.tuconsultor.com/blog/post.html?p=2027-04-02-empresa-saludable #PersonasYCultura #SeguridadLaboral;https://www.tuconsultor.com/social-img/empresa-saludable.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-02-empresa-saludable
2027-04-03;17:00;x;EFQM;efqm-ejecucion;Dimensión Ejecución: el fallo que vemos una y otra vez. https://www.tuconsultor.com/blog/post.html?p=2027-04-03-efqm-ejecucion #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-ejecucion.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-03-efqm-ejecucion
2027-04-04;17:00;x;NORMAS;efr;¿Es EFR para tu organización? Señales de que sí. https://www.tuconsultor.com/blog/post.html?p=2027-04-04-efr #PersonasYCultura #SeguridadLaboral;https://www.tuconsultor.com/social-img/efr.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-04-efr
2027-04-05;17:00;x;EFQM;efqm-resultados;¿Te toca ya trabajar con el Modelo EFQM? https://www.tuconsultor.com/blog/post.html?p=2027-04-05-efqm-resultados #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-resultados.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-05-efqm-resultados
2027-04-06;17:00;x;NORMAS;plan-de-igualdad;Plan de Igualdad: el primer paso es más simple de lo que crees. https://www.tuconsultor.com/blog/post.html?p=2027-04-06-plan-de-igualdad #PersonasYCultura #SeguridadLaboral;https://www.tuconsultor.com/social-img/plan-de-igualdad.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-06-plan-de-igualdad
2027-04-07;17:00;x;EFQM;efqm-criterio1;Propósito, visión y estrategia: por dónde empezar. https://www.tuconsultor.com/blog/post.html?p=2027-04-07-efqm-criterio1 #EFQM #ModeloEFQM;https://www.tuconsultor.com/social-img/efqm-criterio1.png;https://www.tuconsultor.com/blog/post.html?p=2027-04-07-efqm-criterio1
